2022-09-30 17:02:45,729	INFO trainable.py:160 -- Trainable.setup took 24.909 seconds. If your trainable is slow to initialize, consider setting reuse_actors=True to reduce actor creation overheads.
2022-09-30 17:02:45,730	WARNING util.py:65 -- Install gputil for GPU system monitoring.
Main trainign step 0
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.931471824645996, 'policy_loss': 36.99603271484375, 'vf_loss': 179.7366180419922, 'total_loss': 126.79502868652344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.869557857513428, 'policy_loss': 7.276125431060791, 'vf_loss': 51.33255386352539, 'total_loss': 32.87370681762695}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 20.103199005126953, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.857143402099609, 'policy_loss': -2.7854456901550293, 'vf_loss': 21.915578842163086, 'total_loss': 8.10377311706543}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.833892822265625, 'policy_loss': 33.307559967041016, 'vf_loss': 136.01300048828125, 'total_loss': 101.24571990966797}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.832830905914307, 'policy_loss': 14.220174789428711, 'vf_loss': 72.26325225830078, 'total_loss': 50.283470153808594}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 25.208595275878906, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.811191082000732, 'policy_loss': -0.21377193927764893, 'vf_loss': 43.62419509887695, 'total_loss': 21.530214309692383}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 17.237401962280273, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.83657169342041, 'policy_loss': -0.9280860424041748, 'vf_loss': 30.607900619506836, 'total_loss': 14.30749797821045}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.789324760437012, 'policy_loss': 37.753082275390625, 'vf_loss': 157.7924346923828, 'total_loss': 116.58140563964844}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.799447059631348, 'policy_loss': 25.96906089782715, 'vf_loss': 141.558349609375, 'total_loss': 96.68024444580078}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 22.10715675354004, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.832657814025879, 'policy_loss': -2.61392879486084, 'vf_loss': 19.46221351623535, 'total_loss': 7.048851490020752}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 25.170921325683594, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.806257247924805, 'policy_loss': -2.268674850463867, 'vf_loss': 17.997364044189453, 'total_loss': 6.661944389343262}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.785584449768066, 'policy_loss': 28.18667221069336, 'vf_loss': 140.21255493164062, 'total_loss': 98.22509765625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.76603889465332, 'policy_loss': 12.986591339111328, 'vf_loss': 71.7778549194336, 'total_loss': 48.807857513427734}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.742756366729736, 'policy_loss': 32.227569580078125, 'vf_loss': 139.37518310546875, 'total_loss': 101.84773254394531}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.782925605773926, 'policy_loss': 3.0113275051116943, 'vf_loss': 45.36747360229492, 'total_loss': 25.627235412597656}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.748483657836914, 'policy_loss': 5.1454362869262695, 'vf_loss': 53.67057418823242, 'total_loss': 31.913240432739258}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.702914714813232, 'policy_loss': 33.69504165649414, 'vf_loss': 138.8037109375, 'total_loss': 103.02986145019531}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 29.72484016418457, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.758471488952637, 'policy_loss': 1.4342390298843384, 'vf_loss': 31.063888549804688, 'total_loss': 16.898597717285156}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.687750816345215, 'policy_loss': 35.94609069824219, 'vf_loss': 137.26943969726562, 'total_loss': 104.51393127441406}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.726517200469971, 'policy_loss': 3.6406898498535156, 'vf_loss': 53.08097457885742, 'total_loss': 30.11391258239746}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.706578731536865, 'policy_loss': -3.834660053253174, 'vf_loss': 29.726076126098633, 'total_loss': 10.961311340332031}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.6937150955200195, 'policy_loss': -5.003340721130371, 'vf_loss': 24.260175704956055, 'total_loss': 7.059810161590576}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.574714183807373, 'policy_loss': 31.712003707885742, 'vf_loss': 156.18365478515625, 'total_loss': 109.73808288574219}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.65790319442749, 'policy_loss': 1.4094090461730957, 'vf_loss': 21.763957977294922, 'total_loss': 12.224808692932129}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.581553936004639, 'policy_loss': 26.030935287475586, 'vf_loss': 119.42234802246094, 'total_loss': 85.6762924194336}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.657198905944824, 'policy_loss': 2.784865617752075, 'vf_loss': 30.403303146362305, 'total_loss': 17.919944763183594}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.646607398986816, 'policy_loss': 4.163874626159668, 'vf_loss': 29.821380615234375, 'total_loss': 19.008100509643555}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.558943748474121, 'policy_loss': -4.941930294036865, 'vf_loss': 22.378767013549805, 'total_loss': 6.181863784790039}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.593204021453857, 'policy_loss': 0.8208674192428589, 'vf_loss': 10.54520320892334, 'total_loss': 6.0275373458862305}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.455933094024658, 'policy_loss': 40.260990142822266, 'vf_loss': 173.29434204101562, 'total_loss': 126.84359741210938}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.3386640548706055, 'policy_loss': 6.607237339019775, 'vf_loss': 62.544456481933594, 'total_loss': 37.81608200073242}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.622176647186279, 'policy_loss': 3.0979323387145996, 'vf_loss': 11.665377616882324, 'total_loss': 8.864398956298828}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.420459270477295, 'policy_loss': 17.468339920043945, 'vf_loss': 78.6182861328125, 'total_loss': 56.71327590942383}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.439196586608887, 'policy_loss': 6.050187587738037, 'vf_loss': 40.89909362792969, 'total_loss': 26.43534278869629}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.231838703155518, 'policy_loss': 33.64881134033203, 'vf_loss': 153.24855041503906, 'total_loss': 110.21076965332031}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.495243072509766, 'policy_loss': 20.3560791015625, 'vf_loss': 69.85509490966797, 'total_loss': 55.21867370605469}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.373534202575684, 'policy_loss': 19.401700973510742, 'vf_loss': 83.4962158203125, 'total_loss': 61.08607482910156}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.538332462310791, 'policy_loss': 1.3053317070007324, 'vf_loss': 29.67278289794922, 'total_loss': 16.076339721679688}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.563362121582031, 'policy_loss': 1.7154902219772339, 'vf_loss': 22.88261604309082, 'total_loss': 13.091164588928223}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 24.367204666137695, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.543573379516602, 'policy_loss': 3.2302656173706055, 'vf_loss': 7.490941047668457, 'total_loss': 6.910300254821777}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 20.865758895874023, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.4960618019104, 'policy_loss': -0.9433287978172302, 'vf_loss': 8.398787498474121, 'total_loss': 3.1911041736602783}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.121015548706055, 'policy_loss': 36.35116195678711, 'vf_loss': 130.96742248535156, 'total_loss': 101.7736587524414}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.4619550704956055, 'policy_loss': 32.8545036315918, 'vf_loss': 142.5546112060547, 'total_loss': 104.06718444824219}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.2975335121154785, 'policy_loss': 16.703025817871094, 'vf_loss': 80.64383697509766, 'total_loss': 56.96196746826172}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 25.832780838012695, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.438288688659668, 'policy_loss': 2.085418224334717, 'vf_loss': 19.274349212646484, 'total_loss': 11.658210754394531}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 22.950328826904297, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.541892051696777, 'policy_loss': 3.821120023727417, 'vf_loss': 10.649420738220215, 'total_loss': 9.080410957336426}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 25.519176483154297, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.426736831665039, 'policy_loss': 0.03228175640106201, 'vf_loss': 12.50473403930664, 'total_loss': 6.220381736755371}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.068077564239502, 'policy_loss': 50.251953125, 'vf_loss': 161.71128845214844, 'total_loss': 131.0469207763672}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.099322319030762, 'policy_loss': 29.70254898071289, 'vf_loss': 134.72142028808594, 'total_loss': 97.00226593017578}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.691017150878906, 'policy_loss': 6.3881049156188965, 'vf_loss': 13.411563873291016, 'total_loss': 13.0269775390625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.368309020996094, 'policy_loss': 12.543437957763672, 'vf_loss': 31.194473266601562, 'total_loss': 28.07699203491211}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.47925329208374, 'policy_loss': 6.649968147277832, 'vf_loss': 16.859235763549805, 'total_loss': 15.014793395996094}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 20.355680465698242, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.562771320343018, 'policy_loss': 4.367757797241211, 'vf_loss': 12.62973403930664, 'total_loss': 10.616996765136719}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 21.143218994140625, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.578062057495117, 'policy_loss': -2.1577858924865723, 'vf_loss': 23.481220245361328, 'total_loss': 9.517044067382812}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.512795925140381, 'policy_loss': 28.49018096923828, 'vf_loss': 116.63566589355469, 'total_loss': 86.74288940429688}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.528617858886719, 'policy_loss': 7.680248260498047, 'vf_loss': 57.83784866333008, 'total_loss': 36.53388977050781}
[33m(raylet)[39m [2022-09-30 17:03:04,474 E 42920 42952] (raylet) file_system_monitor.cc:105: /tmp/ray/session_2022-09-30_17-02-20_910330_42836 is over 95% full, available space: 4571807744; capacity: 125844406272. Object creation will fail if spilling is required.
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.52194881439209, 'policy_loss': 17.63223648071289, 'vf_loss': 67.73900604248047, 'total_loss': 51.436519622802734}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.336255073547363, 'policy_loss': 15.757536888122559, 'vf_loss': 78.27947235107422, 'total_loss': 54.83391189575195}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.364746570587158, 'policy_loss': -1.7247323989868164, 'vf_loss': 18.927242279052734, 'total_loss': 7.675241470336914}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 23.01630973815918, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.524620056152344, 'policy_loss': -0.4285781979560852, 'vf_loss': 8.736510276794434, 'total_loss': 3.8744308948516846}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.370388031005859, 'policy_loss': 9.793745040893555, 'vf_loss': 30.157052993774414, 'total_loss': 24.808568954467773}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.2889275550842285, 'policy_loss': 25.740259170532227, 'vf_loss': 84.42413330078125, 'total_loss': 67.88943481445312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.183756351470947, 'policy_loss': 35.01912307739258, 'vf_loss': 138.47691345214844, 'total_loss': 104.19574737548828}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.504663467407227, 'policy_loss': 20.227624893188477, 'vf_loss': 71.93959045410156, 'total_loss': 56.13236999511719}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.378617763519287, 'policy_loss': 10.310938835144043, 'vf_loss': 38.09275436401367, 'total_loss': 29.293529510498047}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.4021477699279785, 'policy_loss': 26.394054412841797, 'vf_loss': 59.75541687011719, 'total_loss': 56.207740783691406}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.303631782531738, 'policy_loss': 1.5511412620544434, 'vf_loss': 59.635169982910156, 'total_loss': 31.30569076538086}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 22.927364349365234, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.691794395446777, 'policy_loss': 4.274887561798096, 'vf_loss': 12.753890037536621, 'total_loss': 10.584914207458496}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.5961737632751465, 'policy_loss': -2.7847728729248047, 'vf_loss': 20.08979606628418, 'total_loss': 7.1941633224487305}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 26.060914993286133, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.626400947570801, 'policy_loss': -5.757291793823242, 'vf_loss': 28.04610824584961, 'total_loss': 8.199498176574707}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.416824817657471, 'policy_loss': 36.86878967285156, 'vf_loss': 157.24002075195312, 'total_loss': 115.42462921142578}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.566625595092773, 'policy_loss': 14.902128219604492, 'vf_loss': 50.74824523925781, 'total_loss': 40.21058654785156}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.521124839782715, 'policy_loss': 29.334415435791016, 'vf_loss': 83.59467315673828, 'total_loss': 71.06654357910156}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.562087059020996, 'policy_loss': -16.652873992919922, 'vf_loss': 48.48645782470703, 'total_loss': 7.524734020233154}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.7247114181518555, 'policy_loss': 1.2771027088165283, 'vf_loss': 20.06707763671875, 'total_loss': 11.243393898010254}
